customer_Id,age,gender,dependent_count,education_level,marital_status,estimated_income,months_on_book,total_relationship_count,months_inactive_12_mon,credit_limit,total_trans_amount,total_trans_count,avg_utilization_ratio
CUST0033,44,Male,3,Post-Graduate,Single,18061.74490493957,39,4,0,12773.014859156636,5093.160138391457,63,0.12468652772300273
CUST0034,34,Female,3,Graduate,Married,71484.74282942184,41,5,1,13098.275912932955,5164.135754302316,72,0.20283143939747952
CUST0035,53,Male,2,Post-Graduate,Single,22877.28159011787,46,4,2,11601.091718799546,13892.384882988506,64,0.044014009299458756
CUST0036,32,Male,3,High School,Married,42874.57088689472,42,4,1,10174.828520824498,17257.470831070812,86,0.07477802006887488
CUST0037,47,Female,0,Post-Graduate,Married,67281.92595955322,42,6,2,5663.123442328295,8047.580545740688,45,0.022361401750293972
CUST0038,25,Female,2,High School,Single,85874.90354355611,21,4,4,2907.1433132265315,17574.5513888435,81,0.0705122872076329
CUST0039,31,Male,1,High School,Single,12905.674580696132,50,4,3,10870.0734965793,7132.769404581264,45,0.1364129106588533
CUST0040,46,Male,3,Post-Graduate,Married,14003.726161608718,33,3,5,25919.06483688804,4341.809652492877,54,0.1530232465982207
CUST0041,52,Female,2,High School,Single,39455.83124647519,46,3,3,10468.424456670176,6927.957074390609,65,0.04996919281343127
CUST0042,46,Male,0,Graduate,Married,4102.234970003289,22,6,2,19810.556568928838,12382.44929159585,77,0.3029626433347087
CUST0043,43,Female,4,Graduate,Married,14651.870362105261,33,1,3,1425.473864483609,7659.291606585438,54,0.39982774635522766
CUST0044,41,Female,4,Graduate,Married,76849.01185486643,45,2,0,10508.31776646729,13621.429177791131,65,0.5272016219353105
CUST0045,30,Female,0,High School,Divorced,52575.55974733023,36,4,4,5366.462115154179,5120.249648738407,55,0.43940817016038736
CUST0046,37,Male,0,High School,Divorced,30386.545835152985,28,5,5,3471.9891545765195,14169.3614327884,25,0.17343908741635866
CUST0047,40,Male,4,High School,Divorced,47151.513879422506,49,3,5,22345.806474764162,7275.0480833451,59,0.4226208617262312
CUST0048,55,Female,2,Graduate,Single,55144.46147585116,24,2,5,5963.9292667252175,9389.433246237722,41,0.3027380555086696
CUST0049,48,Male,4,High School,Single,8936.752003992064,35,1,4,12753.711068415072,11376.030238636471,79,0.3373340819034208
CUST0050,27,Male,0,High School,Single,22538.49232840059,42,2,3,7690.4841391788395,13881.387562126876,79,0.16061082786682207
CUST0051,48,Male,3,High School,Married,83903.94674148581,56,4,5,2473.7643523739644,5154.916991050307,47,0.10117799353863992
CUST0052,41,Male,1,High School,Divorced,39974.53614078399,31,2,5,14033.345741348334,16800.937979510803,45,0.21084482208318903
CUST0053,38,Male,3,Graduate,Married,41736.982829054046,33,4,2,6317.508300285056,14575.933620227175,50,0.08333705577988032
CUST0054,51,Male,3,Post-Graduate,Single,32397.73334214152,31,6,0,15529.611633042025,5064.90942096799,67,0.34726951902014114
CUST0055,55,Male,0,High School,Divorced,5585.274990052914,38,3,2,4002.9389579317503,19512.003970756752,68,0.22723119083390905
CUST0056,54,Female,4,Graduate,Married,20124.103550988897,41,3,3,5450.392329927871,13463.54132509394,111,0.25256954047625785
CUST0057,36,Male,2,Graduate,Single,45141.39549561463,46,4,4,12416.2893195738,9322.324286100758,55,0.5238540915770271
CUST0058,41,Male,3,Graduate,Married,22985.831255682926,43,5,4,4296.684486144103,3571.782848293569,61,0.10517891321876086
CUST0059,48,Male,4,Graduate,Single,13353.434653690045,31,3,2,13870.144954114381,10897.809545008562,88,0.0326416027139041
CUST0060,54,Male,2,Graduate,Married,15070.329119365431,44,5,1,1114.9836078189257,3713.1297931288045,64,0.3371376203994161
CUST0061,40,Male,3,Graduate,Single,85056.8796990505,36,4,2,2947.6476399668823,8875.087734607954,43,0.2035155419798663
CUST0062,43,Male,2,High School,Married,21962.20097539395,43,6,1,8863.060626916882,8469.894193420618,65,0.29197580414104046
CUST0063,33,Male,4,Graduate,Married,73976.3693083436,44,4,2,13116.117145548933,14538.823064775474,70,0.40495400519628466
CUST0064,33,Male,1,Graduate,Married,41878.94446331802,52,6,1,9172.88253511174,4251.472033872871,54,0.7059019199587441
CUST0065,53,Female,4,High School,Married,27716.247093860897,32,3,1,12050.112382174482,16526.491419981496,71,0.4719442784301105
CUST0066,58,Male,0,High School,Married,17314.465684772254,30,5,5,6012.308879194758,6859.580376815233,70,0.23064726551417516
CUST0067,44,Male,2,Doctorate,Married,53572.49213056571,40,4,5,1005.4782924929226,9157.778225891114,53,0.13124459669628097
CUST0068,55,Male,1,Graduate,Divorced,67959.56093073626,47,3,1,6646.827909169288,15560.64902329993,83,0.30076633914355755
CUST0069,48,Male,2,Graduate,Single,57214.79797960621,36,6,1,6770.332555261936,12695.151794413538,48,0.13635734577756778
CUST0070,38,Female,2,Post-Graduate,Married,9935.534569073656,48,4,0,18698.6482935832,6506.494360137778,66,0.3496237856255674
CUST0071,48,Female,3,Graduate,Single,21910.999560789158,42,6,1,13675.36385043711,8030.95702864468,50,0.6082738291862435
CUST0072,60,Female,0,Graduate,Single,24171.822564310936,33,2,5,3196.7757686139903,6462.842872797398,34,0.7601282187290637
CUST0073,44,Female,2,Post-Graduate,Married,4345.344975199325,41,6,1,694.6006281926774,12098.018261904564,65,0.32244428815043363
CUST0074,60,Female,4,Post-Graduate,Married,46814.52195952389,31,2,4,7653.419128717907,6986.178397533375,88,0.17598308414445696
CUST0075,18,Female,4,Graduate,Single,51664.46851639868,38,3,0,5335.697767636154,14651.105048271247,59,0.2757924883850784
CUST0076,53,Female,3,Graduate,Married,50406.06437790861,25,4,1,24638.1462047684,11805.84959238266,37,0.2530752726801067
CUST0077,45,Female,0,High School,Married,44671.92221548069,35,3,5,19091.969285495095,3341.2789290764254,63,0.09293314087378177
CUST0078,42,Female,0,Doctorate,Divorced,25894.283579113348,45,1,5,2471.509221801085,6550.238064257707,47,0.2999928878786953
CUST0079,45,Female,4,Graduate,Single,16715.60075188581,43,6,3,13387.34361200269,4818.225117248037,75,0.16361761445733064
CUST0080,25,Female,1,High School,Divorced,25820.04317151855,42,3,5,11934.701155392897,8111.1076447539635,56,0.23540140304030507
CUST0081,42,Female,3,Post-Graduate,Single,42126.06975137696,38,3,0,11610.873409963971,10561.68968108258,33,0.3225008478851945
CUST0082,48,Female,3,Graduate,Married,78636.57024585154,37,2,5,40751.27485311179,10381.875717040142,67,0.5701446283903887
CUST0083,59,Female,4,High School,Single,35388.3162971655,23,6,4,7851.167277911349,15213.211692984136,63,0.5421202397206589
CUST0084,39,Female,4,Graduate,Single,34484.016415966835,33,2,2,14549.655520398264,4188.851340233332,55,0.17879938911675353
CUST0085,36,Female,1,Graduate,Married,4851.233628952933,37,4,4,15986.03730934343,18956.220171300214,44,0.3619543227011637
CUST0086,39,Male,1,Post-Graduate,Married,44181.17606922126,24,3,4,10913.979898067888,7185.479584202289,86,0.5111631312044796
CUST0087,54,Female,0,High School,Single,82483.13155126102,18,6,0,24419.432549342655,6354.852514864701,53,0.16494140815849745
CUST0088,48,Male,3,Post-Graduate,Single,30576.360507787136,47,3,0,9780.790510803394,13860.982274514285,73,0.33664672315378513
CUST0089,39,Female,3,Graduate,Married,28802.57129564731,36,4,3,15409.973728115257,16207.57425931972,53,0.16526205254184426
CUST0090,50,Female,4,High School,Single,24547.586971597862,38,5,5,4750.308949104976,7880.199413866241,70,0.2905070220194011
CUST0091,45,Male,0,Doctorate,Married,54851.44414435004,41,4,3,2926.2876280468186,15063.516010432553,60,0.32901767696250606
CUST0092,54,Female,3,Graduate,Single,4576.280444434937,26,2,0,12351.620446084098,17732.85114465307,60,0.4862921255121897
CUST0093,37,Male,0,High School,Single,74025.6960672576,31,2,5,8157.700830786802,15452.67147153567,47,0.5749132971380708
CUST0094,41,Male,0,Graduate,Single,27810.35021134169,51,3,0,8520.942690418466,1166.8314686312433,67,0.508347409278388
CUST0095,41,Male,4,Post-Graduate,Married,44764.67738618831,31,2,0,6515.6410340205575,16633.69377164067,81,0.48121239241667046
CUST0096,30,Female,0,High School,Single,57876.72082420038,33,6,2,15176.389131818292,15602.378689860163,44,0.25892249331985506
CUST0097,47,Female,1,High School,Single,14901.093289679324,29,4,4,9649.521461117616,13551.159643987126,47,0.12448126694236455
CUST0098,47,Female,1,High School,Divorced,32821.682968149435,28,3,3,33037.497097196916,15320.437172214117,104,0.06175663722142773
CUST0099,45,Male,2,High School,Married,27333.987431161844,47,4,3,9414.31534776362,19598.795218722807,44,0.48400336377261954
CUST0100,42,Male,4,Post-Graduate,Single,11787.687623210717,11,4,1,11298.575701291069,8906.701312457819,51,0.4851371104408819
CUST0101,30,Female,2,Graduate,Married,67593.5580437589,31,3,2,16497.709213455302,1810.8530816146574,80,0.2629732172424964
CUST0102,40,Female,1,High School,Married,25593.074434517708,38,5,0,12291.220404460364,9487.354407740475,81,0.5415590892977813
CUST0103,41,Female,2,High School,Single,11319.469555432986,52,2,0,3051.714142704583,1405.4562801254347,23,0.24762026222857672
CUST0104,36,Female,4,High School,Single,34369.29032420877,24,1,2,7257.736325813923,6237.882957724993,71,0.35966134577585707
CUST0105,43,Female,4,Post-Graduate,Married,8439.111235692957,22,1,5,4472.2241922672965,11944.1559400368,57,0.5902956104799736
CUST0106,49,Male,0,High School,Married,22992.05605056457,27,1,3,11840.929941483211,6537.646412060048,57,0.04844156096168612
CUST0107,63,Male,3,Doctorate,Married,41513.688866797536,43,2,0,10328.791792002998,13865.207295236003,77,0.2908587855054405
CUST0108,46,Male,0,Graduate,Single,7533.730725967715,37,5,1,15798.189174402765,16528.733389871562,54,0.38894084554274333
CUST0109,47,Female,4,High School,Single,52419.90139069353,21,4,3,17301.51933548535,8698.56399595097,52,0.11625194362130103
CUST0110,44,Male,1,Post-Graduate,Married,35743.130413081104,36,3,4,4466.8043814069215,18052.69005021357,55,0.3791047061298782
CUST0111,25,Male,1,Graduate,Single,58107.41725484836,51,5,2,17064.674886042118,2056.8591613328044,54,0.1309323975126246
CUST0112,44,Male,0,Graduate,Married,57660.69399340992,38,1,3,18892.490475260547,16882.20670190877,65,0.3543673163447301
CUST0113,45,Male,4,Doctorate,Married,22334.474951559252,37,6,4,3676.0742358366565,16657.17633606633,79,0.28931798321922136
CUST0114,69,Male,1,High School,Single,22850.62163091395,38,2,1,11311.90561320256,6778.880978371915,66,0.4919298994642751
CUST0115,43,Female,4,High School,Divorced,47174.33968653269,40,2,5,21288.910370066133,6324.946148929992,59,0.1354074067708917
CUST0116,48,Male,1,Graduate,Married,12826.241334549968,23,3,2,7166.179827311729,6449.352132493496,68,0.18759651229628171
CUST0117,44,Female,4,High School,Married,12907.481692931278,33,6,5,8559.691670617975,16322.177390716013,71,0.4459326333724794
CUST0118,33,Female,2,High School,Single,19809.716824812196,34,4,0,11259.54564273862,16717.243008398804,68,0.13567124957126336
CUST0119,56,Female,4,High School,Single,9236.758438891324,31,5,5,9517.339633107338,6929.587947139518,49,0.2961108986201181
CUST0120,52,Female,4,High School,Married,11193.664362798345,42,6,0,9984.060030969116,12055.511775167006,66,0.36409286075286823
CUST0121,52,Female,0,Post-Graduate,Single,11563.044387331758,29,5,4,13486.312486304028,3209.197974088863,28,0.2842586916200997
CUST0122,35,Male,2,High School,Divorced,25668.781540927735,32,5,3,13864.551806066635,9641.185396479932,83,0.424950492112485
CUST0123,59,Male,3,Graduate,Single,24721.984318933817,23,4,1,8332.483331295352,19976.460591682997,82,0.5154834471458746
CUST0124,30,Female,0,Graduate,Married,64296.50739927144,39,4,4,26075.20323982233,3597.3633802718136,73,0.3689356301391729
CUST0125,50,Female,3,Graduate,Single,26041.245154258264,45,4,1,4453.582323621779,18977.47147922115,78,0.10752460569373971
CUST0126,66,Female,1,High School,Married,30931.73917654876,32,3,5,15468.745625869558,16572.96707831765,58,0.19755311781198875
CUST0127,35,Male,3,Post-Graduate,Single,100942.6454363912,44,2,1,741.445595538491,19458.185693452262,48,0.18408417427868556
CUST0128,39,Female,4,High School,Married,2472.992214296991,34,1,5,9011.83171413553,4001.785831905394,41,0.392029652473866
CUST0129,45,Male,3,Post-Graduate,Single,38637.45319045192,10,4,1,558.9669667631539,4663.610563645602,75,0.18001197652189468
CUST0130,39,Female,0,Post-Graduate,Married,27843.521319700954,35,2,2,9478.330875087448,828.9100438297444,48,0.03459030884159249
CUST0131,29,Male,0,Graduate,Single,41560.40042524878,34,4,4,12176.467749167025,14631.685351854308,54,0.5470909958314741
CUST0132,45,Female,3,Graduate,Divorced,20886.856949547593,37,1,2,6660.879347762646,13059.84652200562,63,0.1128596474390191
CUST0133,34,Male,0,Graduate,Married,25907.491593517938,38,6,3,8809.300018730084,3972.276047332276,59,0.22692029747629264
CUST0134,49,Female,0,High School,Single,76194.27370825029,29,4,3,14588.367306702141,15927.326828070403,63,0.36742337177921014
CUST0135,35,Male,3,Post-Graduate,Married,46711.84585070559,50,2,0,67.73022416745272,6334.312369568645,32,0.22849077473379095
CUST0136,60,Male,2,Post-Graduate,Single,26962.988381657477,35,3,0,5767.030952295553,3132.413601947386,56,0.23592058351381584
CUST0137,37,Male,2,High School,Divorced,17073.159244253675,34,6,0,21721.22489240922,8739.971967877289,72,0.7919550052933899
CUST0138,41,Male,1,Graduate,Married,12782.282155151568,43,6,3,2980.197547208112,2273.9120443236934,53,0.19466451587574543
CUST0139,53,Male,0,Post-Graduate,Single,22013.22236200864,36,6,1,4932.4535334827915,5633.251297328309,47,0.5459631164352594
CUST0140,32,Male,3,Doctorate,Single,28907.335270539133,60,1,5,1075.3019892307693,7741.00048933325,74,0.19367461004373013
CUST0141,47,Male,0,Graduate,Single,100692.732735685,33,2,1,5811.6663460646505,17111.35140302592,53,0.48170018448607804
CUST0142,58,Female,4,Graduate,Divorced,36579.355601314375,39,5,4,7999.129059411698,15954.700455217817,62,0.0953678120236269
CUST0143,28,Female,0,High School,Single,18901.233730289085,28,5,3,39773.88414885829,9133.708572137057,56,0.12911857745437097
CUST0144,46,Female,0,Doctorate,Married,2489.7605932410056,44,5,5,11620.32385377227,14629.213626171557,59,0.4613882214879201
CUST0145,47,Female,2,High School,Married,16644.86447235309,39,3,5,6046.493713754968,11588.667905490598,82,0.19993998334389398
CUST0146,52,Female,3,Graduate,Divorced,22038.17268135914,32,4,5,1912.304225398686,7146.416174022327,68,0.6971029343642365
CUST0147,32,Male,0,High School,Single,39262.026638600444,27,4,0,4968.012560437118,14654.549698158053,41,0.31242123075598577
CUST0148,31,Male,2,High School,Married,22715.548933326536,22,4,5,4132.660467008896,13828.233512094372,54,0.33995960227775784
CUST0149,50,Male,1,Graduate,Married,103811.26354543546,40,3,5,843.7864694221223,12572.341622775239,53,0.19811971293170597
CUST0150,47,Male,2,Doctorate,Married,27346.198304803933,22,5,3,2886.8722694784155,12550.132660343386,63,0.09735518016346464
CUST0151,47,Male,2,High School,Single,65798.67035602155,49,6,1,6215.110139673561,13818.148850376047,73,0.22909336367160527
CUST0152,48,Female,2,Graduate,Single,6864.656301483653,23,4,1,6994.176004089408,7998.637496529495,60,0.03979575992887504
CUST0153,38,Female,0,High School,Single,31481.117902195347,34,6,2,14404.58060603768,17446.978393820194,60,0.41549119855416533
CUST0154,47,Female,0,High School,Married,16800.78437822873,27,6,2,22390.87686191714,3665.002987180986,26,0.16849323261606852
CUST0155,47,Female,1,Graduate,Single,67047.22393022595,36,3,4,6867.836887545872,17735.766533163503,79,0.3081125671805601
CUST0156,37,Male,4,Graduate,Married,23965.22087750039,36,3,3,15834.820676520176,7174.495939123891,57,0.3619450611431905
CUST0157,63,Male,4,High School,Single,77636.69417571987,40,2,2,6054.269610942129,2938.1165043681394,63,0.17075850653527344
CUST0158,49,Male,4,High School,Married,51925.24301211744,20,4,2,3811.569825671672,12200.534352243034,63,0.3202886760533314
CUST0159,33,Female,1,High School,Divorced,21455.309918026,28,5,3,13898.576313690544,7831.740046872902,48,0.22209678538792374
CUST0160,51,Male,4,High School,Married,12558.395790485753,45,1,1,5969.1561676438805,16402.244678518626,56,0.20558258109541344
CUST0161,35,Female,4,Doctorate,Single,17711.366033057526,42,3,4,4289.226996628537,8900.316636310963,48,0.29994562001543956
CUST0162,52,Male,2,Post-Graduate,Single,25932.25988373194,11,6,4,3641.4202388704753,13536.969248461142,80,0.19787716501255226
CUST0163,56,Male,0,High School,Single,51690.2188645424,39,2,4,1655.7237896446695,6511.030795344098,26,0.583484889156554
CUST0164,36,Female,0,Graduate,Single,32313.0274456002,25,1,2,8789.906101766343,4584.321312994132,45,0.08827139668663508
CUST0165,54,Male,2,Post-Graduate,Married,58359.06035640155,30,3,1,5175.013174828993,8066.956103502064,55,0.25327419552161906
CUST0166,49,Male,2,High School,Married,81711.27972983834,33,2,4,16256.209791688541,12332.752774747452,82,0.10427872569757443
CUST0167,53,Female,2,Post-Graduate,Divorced,33640.56550494008,51,6,3,26368.010066016646,13310.46141462136,70,0.6939392213835064
CUST0168,63,Male,0,Post-Graduate,Single,13881.126813043207,25,4,4,3620.6296560365276,11775.029973311357,35,0.5462591128566195
CUST0169,42,Female,4,High School,Married,42969.69024732903,21,2,0,2308.0053199474855,19767.086513170125,58,0.5173276366428421
CUST0170,37,Male,2,High School,Married,111386.38610153664,40,3,1,22842.859851735408,13976.258636655723,70,0.020526593682165296
CUST0171,36,Male,1,Doctorate,Married,60649.217099324225,35,4,0,9486.8637707499,18664.632738139895,93,0.34159581903340036
CUST0172,36,Male,2,Graduate,Single,40633.531491304595,48,6,1,9226.352575128627,2799.697300455903,54,0.2400046488468308
CUST0173,44,Male,3,High School,Married,15569.64538587192,32,5,5,10870.113908485304,1696.7721313628379,42,0.4613408101054544
CUST0174,48,Male,2,High School,Married,28116.9354962768,48,2,3,18259.580516886104,6564.396689233096,64,0.2659923144457046
CUST0175,47,Male,0,Graduate,Married,7354.550032203642,36,1,5,18173.201032999863,3163.484298340267,59,0.21831007995330565
CUST0176,53,Male,2,Graduate,Divorced,11859.888615078378,41,6,2,13434.676039515616,10754.43630045122,66,0.36865423659613394
CUST0177,45,Male,3,Graduate,Single,43611.99027983548,52,4,2,2962.072603188958,10620.134443703935,70,0.4055265226854529
CUST0178,59,Female,1,Doctorate,Single,5717.571973891032,34,6,5,1288.1216375092195,11713.419745657027,64,0.26670710644915185
CUST0179,42,Female,4,High School,Married,24909.331457045166,46,4,1,2988.731457225889,15031.943676205918,67,0.4185371968544107
CUST0180,72,Male,2,Graduate,Married,10653.38591994736,29,6,4,1801.4185928436243,19440.929154140238,84,0.24360028567907693
CUST0181,51,Male,3,Graduate,Single,12424.042102014144,38,5,0,14590.687258235066,17626.044483063357,55,0.34553330618827766
CUST0182,36,Female,3,Graduate,Married,34108.6009299749,21,2,3,4871.899162675225,2808.161171723841,41,0.6736497645418057
CUST0183,34,Male,1,High School,Divorced,17732.594068742237,30,1,4,13230.268490087841,7101.016931027816,64,0.2616922966748441
CUST0184,49,Male,0,Doctorate,Divorced,8685.842650253771,25,5,2,8448.451583497279,5488.548988436817,40,0.43613934581827746
CUST0185,42,Female,2,Post-Graduate,Single,20827.653590426224,48,2,4,4808.9863066469625,3947.9384767059596,43,0.3861253329683695
CUST0186,52,Male,3,Graduate,Married,8376.979187540268,53,1,5,3686.1363973713333,11122.135094787798,47,0.21300273911107112
CUST0187,49,Male,1,Graduate,Married,74432.4440024807,32,6,5,4514.093821090863,11288.655839638246,41,0.30230615863401195
CUST0188,44,Female,4,High School,Married,53700.08664484858,28,1,0,2342.737536636413,4931.274143817196,77,0.1852753800707326
CUST0189,36,Male,3,Graduate,Married,53533.16709257298,22,3,2,26854.46369148749,14381.996380980367,60,0.16628577045791454
CUST0190,29,Male,1,Graduate,Married,16281.552530966534,38,1,1,7721.588851688253,14791.828833805352,70,0.23386879193908305
CUST0191,40,Female,0,Graduate,Married,44650.592666377976,29,2,3,8458.268637395018,909.1098992616996,67,0.10273773552400316
CUST0192,53,Male,0,Doctorate,Single,37911.1036500087,30,5,5,8282.259220727969,8217.275222585173,56,0.372948322762294
CUST0193,47,Female,3,Graduate,Married,17384.201604438746,52,5,3,14329.96836881593,17857.74250343161,74,0.24684971562171226
CUST0194,32,Male,3,High School,Married,30768.782430274096,33,3,2,4146.668108404829,10646.212860754846,52,0.6560400007803336
CUST0195,46,Male,2,Post-Graduate,Single,6981.07038034864,41,2,1,18910.812366174123,7278.7421280603885,57,0.16399455027377866
CUST0196,48,Female,1,High School,Divorced,12873.323295771354,36,1,5,6461.124276585099,5446.684956105038,49,0.5410090291364998
CUST0197,36,Female,3,High School,Married,30115.234707773056,22,3,0,6251.0287772852,5245.413138406504,81,0.7382535750041421
CUST0198,46,Male,2,High School,Married,21840.724282642695,17,6,3,20957.961198186298,2445.4766600907237,58,0.34387826078401956
CUST0199,45,Female,2,Graduate,Single,41864.846964300195,40,4,2,4087.951899460745,16435.915172315297,68,0.23309053618657094
CUST0200,33,Female,3,Post-Graduate,Married,17792.94871232765,53,6,3,11356.765914490039,2189.819405186339,51,0.26877031327125944
CUST0201,48,Male,0,Graduate,Single,24549.536667324293,39,2,1,8230.8016960301,6199.747934305408,72,0.43277127176915253
CUST0202,50,Male,1,Post-Graduate,Single,32088.381273460982,42,3,0,4782.992227920712,1390.6769020438876,71,0.32577244076800516
CUST0203,55,Male,1,Graduate,Married,16526.26638187573,26,5,1,12721.547183150906,15737.038109612158,35,0.08608530276134006
CUST0204,55,Female,0,High School,Married,24210.771830523718,46,3,5,2753.122554044938,1266.031803422414,60,0.11029512904808379
CUST0205,31,Female,3,Post-Graduate,Married,37715.88444975402,46,4,4,4746.638651269735,6511.871525430064,61,0.6002790567641956
CUST0206,35,Female,1,High School,Single,88752.92863595675,29,2,1,9001.102150724217,11679.29871668995,55,0.05328414653021906
CUST0207,50,Female,3,High School,Married,16613.414788046208,41,3,1,24227.235830620804,8486.446525722155,80,0.1657018190897903
CUST0208,50,Male,3,Graduate,Single,21927.713064362542,18,6,3,22742.439418307105,6004.285811357458,41,0.551457503242073
CUST0209,50,Female,2,High School,Divorced,60236.64796527575,43,1,1,11484.549621454826,5866.1869123370625,53,0.2889248968822442
CUST0210,80,Male,0,High School,Married,70639.57833055854,30,6,2,6583.735289642939,16056.910967121863,47,0.5610290657350552
CUST0211,50,Female,3,Graduate,Married,47718.59915046686,23,2,5,959.1563246907449,19492.57285420128,75,0.3554299141614538
CUST0212,56,Male,4,Graduate,Single,69419.46535161318,40,3,3,15952.707883896624,7286.800873751471,44,0.189889259398188
CUST0213,54,Male,0,Graduate,Single,15797.31026781326,18,6,3,17587.53460299815,1263.3375153758222,32,0.2694747259164234
CUST0214,51,Male,1,Doctorate,Divorced,64986.467931611216,39,3,4,11366.059004375153,1213.0326692276142,66,0.08901101885065066
CUST0215,41,Female,2,Graduate,Single,55026.96439186563,24,6,5,6828.728953601732,15304.661596609001,57,0.32394218486212556
CUST0216,52,Male,1,Post-Graduate,Married,12266.075542280243,22,2,2,14968.686518379189,11271.211521377976,75,0.3333110652185757
CUST0217,37,Male,1,High School,Married,24840.833384926016,36,5,5,8048.56989020624,15780.056819637943,72,0.014236240564774714
CUST0218,42,Female,0,Graduate,Single,3372.020646067454,34,6,1,7309.568480321248,14101.191700627209,59,0.1055152757449862
CUST0219,40,Male,1,Post-Graduate,Married,35695.196190104376,50,1,4,1802.1658741478593,18196.37381067523,38,0.04867749814565534
CUST0220,45,Female,3,Graduate,Married,64183.3006209498,23,6,2,14413.860773586337,17773.57367540916,42,0.405901372445275
CUST0221,68,Female,1,Graduate,Single,21004.80072595001,49,2,4,9257.795921258908,15872.38421461296,33,0.49470932169557474
